,x,y_est,y_real,error
65,0.65,1.432320679608438,1.4323206481814479,3.142699012137484e-08
66,0.66,1.4462989747261277,1.446298942083335,3.264279269110659e-08
67,0.67,1.4605396537286546,1.4605396198441134,3.388454117292383e-08
68,0.68,1.4750460197531405,1.4750459846007802,3.515236035589453e-08
69,0.69,1.4898214930702258,1.4898214566238572,3.644636858979311e-08
70,0.7,1.5048696134810509,1.5048695757143735,3.7766677341011246e-08
71,0.71,1.5201940427657488,1.5201940036523582,3.911339052642404e-08
72,0.72,1.5357985671866063,1.5357985267000058,4.0486600516587146e-08
73,0.73,1.5516871000490773,1.5516870581626878,4.188638946800438e-08
74,0.74,1.5678636843238594,1.5678636410110318,4.3312827546770905e-08
75,0.75,1.584332495333274,1.5843324505673035,4.476597048608255e-08
76,0.76,1.6010978435052197,1.601097797259361,4.624585869805742e-08
77,0.77,1.6181641771979978,1.618164129445483,4.775251483124521e-08
78,0.78,1.6355360855993457,1.635536036313403,4.92859426604042e-08
79,0.79,1.6532183017030453,1.6532182508569189,5.0846126420367455e-08
80,0.8,1.6712157053665138,1.6712156529334876,5.2433026143106076e-08
81,0.81,1.6895333264528247,1.6895332724062453,5.4046579434086084e-08
82,0.82,1.70817634806065,1.7081762923739547,5.568669525501946e-08
83,0.83,1.7271501098456628,1.7271500524924066,5.7353256144310194e-08
84,0.84,1.7464601114369898,1.7464600523908775,5.904611222184997e-08
85,0.85,1.7661120159523576,1.7661119551872764,6.076508118901813e-08
86,0.86,1.7861116536156372,1.7861115911056922,6.250994499801266e-08
87,0.87,1.8064650254805512,1.806464961200102,6.428044918571629e-08
88,0.88,1.8271783072643786,1.8271782411880815,6.607629710053686e-08
89,0.89,1.8482578532955622,1.8482577853984128,6.789714945831804e-08
90,0.9,1.8697102005792021,1.8697101308365807,6.974262145575949e-08
91,0.91,1.8915420729844967,1.8915420013722173,7.16122794397478e-08
92,0.92,1.913760385558286,1.913760312052649,7.350563713259817e-08
93,0.93,1.9363722489689381,1.9363721735467845,7.542215363365301e-08
94,0.94,1.9593849740849185,1.9593848967236889,7.736122964452363e-08
95,0.95,1.9828060766924895,1.9828059973702852,7.932220436046578e-08
96,0.96,2.006643282357088,2.0066432010527375,8.13043503633537e-08
97,0.97,2.0309045314330505,2.030904448126179,8.330687162327877e-08
98,0.98,2.055597984226476,2.0555978988975765,8.532889950174649e-08
99,0.99,2.0807320263161335,2.0807319389466463,8.736948720056148e-08
100,1.0,2.1063152740374718,2.106315184609865,8.942760665320293e-08
101,1.01,2.13235658013491,2.132356488632766,9.150214408393254e-08
102,1.02,2.1588650395877487,2.158864945995855,9.359189379054556e-08
103,1.03,2.1858499956151833,2.1858498999196274,9.569555592392476e-08
104,1.04,2.2133210458660733,2.213320948054345,9.781172805034544e-08
105,1.05,2.2412880487992743,2.2412879488603714,9.993890293102936e-08
106,1.06,2.2697611302605285,2.2697610281850666,1.0207546186080663e-07
107,1.07,2.298750690262079,2.2987505860424116,1.042196675626883e-07
108,1.08,2.328267409971379,2.3282673036017205,1.0636965841470669e-07
109,1.09,2.3583222589154444,2.3583221503919995,1.0852344489720167e-07
110,1.1,2.3889265024076285,2.3889263917287296,1.1067889893467964e-07
111,1.11,2.4200917092037915,2.420091596370043,1.12833748566743e-07
112,1.12,2.451829759395078,2.4518296444095053,1.1498557261901965e-07
113,1.13,2.4841528525447356,2.484152735412948,1.171317878245759e-07
114,1.14,2.5170735160766613,2.5170733968070125,1.1926964882391644e-07
115,1.15,2.5506046139236043,2.550604492527373,1.2139623128959443e-07
116,1.16,2.5847593554432247,2.5847592319347954,1.2350842926167616e-07
117,1.17,2.619551304610473,2.619551179007531,1.2560294182506482e-07
118,1.18,2.65499438949504,2.6549942618187736,1.2767626644816232e-07
119,1.19,2.691102912032926,2.6911027823082367,1.297246892129067e-07
120,1.2,2.727891558101469,2.7278914263571976,1.3174427149209578e-07
121,1.21,2.7653754079075084,2.765375274176666,1.3373084239987065e-07
122,1.22,2.803569946698669,2.8035698110186864,1.356799828045041e-07
123,1.23,2.8424910758081094,2.84249093822109,1.3758701955524089e-07
124,1.24,2.882155124043415,2.882154984596409,1.3944700594237247e-07
125,1.25,2.9225788594307045,2.922578718175989,1.4125471547998814e-07
126,1.26,2.9637795013253774,2.9637793583207546,1.4300462281013893e-07
127,1.27,3.005774732901348,3.0057745882104543,1.4469089348878583e-07
128,1.28,3.0485827140310007,3.0485825677236384,1.463073622254285e-07
129,1.29,3.0922220945685504,3.0922219467210237,1.4784752666585632e-07
130,1.3,3.1367120280499092,3.1367118787453867,1.4930452252315263e-07
131,1.31,3.182072185822642,3.182072035151529,1.506711129195537e-07
132,1.32,3.228322771620052,3.228322619680388,1.5193966440563145e-07
133,1.33,3.275484536593946,3.275484383491813,1.5310213274943862e-07
134,1.34,3.323578794821122,3.3235786406710823,1.5415003984387e-07
135,1.35,3.3726274392991806,3.372627284224724,1.550744568312723e-07
136,1.36,3.422652958447778,3.4226528025817995,1.5586597834627014e-07
137,1.37,3.4736784531320444,3.4736782966173414,1.565147029758407e-07
138,1.38,3.525727654225463,3.5257274972152572,1.5701020572578273e-07
139,1.39,3.578824940730125,3.5788247833886038,1.5734152114532662e-07
140,1.4,3.632995358472918,3.632995200975811,1.5749710735590838e-07
141,1.41,3.688264639396869,3.688264481932041,1.57464827843512e-07
142,1.42,3.7446592214675376,3.7446590642356252,1.5723191237881906e-07
143,1.43,3.802206269215091,3.8022061124301487,1.567849423622647e-07
144,1.44,3.860933694933407,3.860933538823603,1.561098041946707e-07
145,1.45,3.920870180558337,3.920870025366669,1.5519166796096329e-07
146,1.46,3.9820452002480518,3.982045046233103,1.5401494879441202e-07
147,1.47,4.044489043689217,4.0444888911259484,1.5256326868495762e-07
148,1.48,4.10823284015361,4.108232689334185,1.508194245047889e-07
149,1.49,4.17330858333067,4.173308434565322,1.4876534759622473e-07
150,1.5,4.239749156962408,4.23974901058035,1.463820584746145e-07
151,1.51,4.307588361308065,4.307588217658436,1.436496290807554e-07
152,1.52,4.3768609404668775,4.376860799919741,1.4054713659561457e-07
153,1.53,4.447602610588378,4.447602473535762,1.370526154786944e-07
154,1.54,4.519850089000709,4.5198499558577,1.3314300861821948e-07
155,1.55,4.593641124288546,4.593640995494432,1.287941140404314e-07
156,1.56,4.669014527353389,4.66901440337285,1.2398053961248934e-07
157,1.57,4.746010203490167,4.746010084814532,1.1867563465273179e-07
158,1.58,4.824669185515371,4.8246690726639345,1.1285143663997133e-07
159,1.59,4.905033667983203,4.905033561504591,1.0647861259371894e-07
160,1.6,4.987147042527583,4.987146943001195,9.952638713173201e-08
161,1.61,5.071053934369244,5.07105384240676,9.196248385023864e-08
162,1.62,5.156800240028624,5.1568001562755805,8.375304361152303e-08
163,1.63,5.244433166286713,5.244433091424152,7.486256148325765e-08
164,1.64,5.334001270437641,5.334001205183845,6.525379614430449e-08
165,1.65,5.4255545018783735,5.425554446990669,5.488770415951194e-08
166,1.66,5.519144245082586,5.519144201359245,4.372334139191025e-08
167,1.67,5.614823364007541,5.614823332289763,3.171777773758322e-08
168,1.68,5.71264624798461,5.7126462291586035,1.8826006531469375e-08
169,1.69,5.8126688591459805,5.812668854145138,5.000842406843731e-09
170,1.7,5.914948781442044,5.914948791249222,9.807177292486813e-09
171,1.71,6.019545271306023,6.019545296955924,2.564990086995067e-08
172,1.72,6.126519310024494,6.126519352606174,4.258167951576297e-08
173,1.73,6.235933657874701,6.235933718534181,6.065948010558486e-08
174,1.74,6.347852910091813,6.34785299003482,7.9943006880967e-08
175,1.75,6.462343554731699,6.4623436552265385,1.0049483911700463e-07
176,1.76,6.57947403249724,6.579474154877798,1.2238055813185156e-07
177,1.77,6.6993147985988,6.699314944267695,1.4566889561251628e-07
178,1.78,6.821938386722139,6.821938557154013,1.7043187394705228e-07
179,1.79,6.947419475179846,6.947419671924818,1.9674497231392252e-07
180,1.8,7.075834955325253,7.075835180012538,2.2468728477775812e-07
181,1.81,7.207264002310824,7.20726425665251,2.543416863787229e-07
182,1.82,7.341788148276113,7.341788434071137,2.857950232026951e-07
183,1.83,7.479491358053669,7.479491677191958,3.1913828912877307e-07
184,1.84,7.620460107484627,7.620460461951454,3.544668274457763e-07
185,1.85,7.764783464439275,7.764783856319816,3.918805413505311e-07
186,1.86,7.9125531726415135,7.912553604125611,4.3148409734072857e-07
187,1.87,8.063863738399961,8.063864211787132,4.73387171240347e-07
188,1.88,8.218812520352424,8.218813038057082,5.177046578097588e-07
189,1.89,8.377499822334537,8.37750038689148,5.645569434165054e-07
190,1.9,8.540028989487723,8.540029603557885,6.140701618306821e-07
191,1.91,8.706506507726047,8.706507174102498,6.663764509085013e-07
192,1.92,8.87704210668618,8.877042828300434,7.216142545729554e-07
193,1.93,9.051748866289557,9.051749646218186,7.799286283471929e-07
194,1.94,9.23074332705082,9.230744168522346,8.414715253479699e-07
195,1.95,9.414145604271841,9.414146510674,9.064021586624449e-07
196,1.96,9.602079506266145,9.602080481153472,9.748873264214808e-07
197,1.97,9.794672656764154,9.794673703865927,1.047101772400083e-06
198,1.98,9.992056621655596,9.992057744884178,1.123228582144975e-06
199,1.99,10.194367040231596,10.194368243691153,1.2034595577858909e-06
200,2.0,10.401743761095313,10.40174504909097,1.2879956567957151e-06
